"","x"
"1537","그성별들 저격당하니까 부들대노ㅋㅋㅋㅋ"
"1538","한성이 너무 예뻐"
"1539","나만 페미 생각한게 아니였구나ㅋㅋㅋ"
"1540","아니이번화 유한성얼굴에 심혈을 기울이신거같은데ㅋㅋㅋㅋㅋㅋㅋㅋ"
"1541","내려도 내려도 끝이 없는디..?"
"1542","유한성이 쿤가문 쪽인가"
"1543","분량은 많은데 반절이 별로 알고싶지 않은 엑스트라의 듣보 소수종족 얘기고 나머지 반절은 설명충 범벅인 역전 클리셰; 노잼이다 점점"
"1544","돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"" ㅋㅋ 돼지족발 82kg 포장 ""해줘"""
"1545","걍 만화나 볼것이지..."
"1546","하라챠님…솔직히 너무 긔여웠는데…하아 이렇게 끝나시다니.. 흙"
"1547","과거 길게나오길래 욕먹는거 아닌가 했는데 미친 분량으로 조져버리시네ㄷ"
"1548","댓글 실시간으로 보고 느낀점은 정말 너네가 만화를 망치는거같다 연령대가 어린건가 왜 여기서 페미 얘기를하고 노잼이라하고 ㅋㅋㅋ 제발 수준낮은거 티내면서 만화 흠좀 만들지 말아라"
"1549","라 샹.."
"1550","아아아 분량 미쳤어 스크롤을 내려도 내려도 끝이 안나 스토리 절대 부족하지 않아 작화 너무예뻐 신의탑 사랑해"
"1551","작가님 이정도 분량이면 감사하긴한데 손목이 걱정..."
"1552","근데 솔직히 이번 스토리 지렸지 않음?단순히 악역이라 치부받는 자하드 군 내부의 상위권인 사단장들도 모두 먼 미래를 못보고 주관적 판단이 있지만 자신의 신념도 있다는것같은데?이게 개똥철학이라는 사람은 걍 머가리박고 뒤지셈"
"1553","근데 유한성도 남자에다가 노란머리인데 자왕난이나 카라카처럼 자하드 왕자출신인거 아님?"
"1554","족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요 ㅋㅋ 족발 82kg어치만 주세요"
"1555","이거 완전 페미인데"
"1556","내가 요즘 불평불만 하도 많이 들어서 정신병원가야될 판인데...이번화는 정말 공감된다... 후"
"1557","요즘은 여성 재택숙직 이딴거 나오더라 재택숙직 하는사람은 집에서 야근처럼 하고 일은 남자경비가 하고"
"1558","“가끔은 남은 것이 미련인지 사랑인지 잘 모를 때도 있습니다.”크흐….작가님 말 명언 이네요… 지렸습니다.. …"
"1559","신의탑 결제하는 사람들 특징돈 쓸줄 모름"
"1560","그럼 수고가아니라 여경 여군 여소방과등 실기 컷 ㅈㄴ 낮은거 해명좀요 ㅠㅠ살인범이 여경이면아.;; 여성분이셧군요 자 여기 팔을 내밀테니 안아프게살살 수갑을 채워주십쇼 이러냐? 아 ㅈㄴ웃기네 무릎 꿇고 팔굽혀펴기"
"1561","ㅇ"
"1562","ㅋㅋ 라샹족 해로운 새에서 활동하는 애들이랑 똑같네"
"1563","분량 레전드네"
"1564","왜 모든 것을 성별의 문제로 돌릴까? 난 이거 보고 바로 요즘 노력도 안하면서 기초생활수급타고 실업급여타고 기본평균소득만 추구하는 사람들이 떠오르던데. 젠더갈등은 남녀 모두 바라는 일이 아니지 않나요? 모든 문제를 젠더갈등이 아니라 객관화해서 보는 시각이었으면 하네요"
"1565","분량 미친다"
"1566","그만해줘....."
"1567","""해줘"""
"1568","그냥 다들 힘든것뿐인데 왜 서로 못 잡아먹어서 난리일까"
"1569","'해줘'"
"1570","난 여자도 남자도 좋아하지않고 저만 좋아함 아 전 남자도 여자도 아닌 저임 ㅎㅎ"
"1571","우린 여자가 아니라 여자인척하는 버러ge들을 싫어히는거임"
"1572","방구석평론가랑 아다는 댓내용보니까 공무원 시스템에 대해 하나도 모르는거 인증하네. 그럼 수고ㅋ"
"1573","요즘 2부 정주행 중이라 그런가 색감이 조금 쨍해졌네요 형광? 어쨌든 늘 감사히 보고 있습니다~~ 너무 무리하지 않으셨으면 좋겠어요"
"1574","SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그는 신인가!SIU 그"
"1575","여자가 그렇게 싫나..."
"1576","근데 남자 여자 다 똑같지 않아요?? 왜 다르다고함?"
"1577","라샹족은 어찌보면 페미를 뜻하는거같은데 군대도 안가면서 남자들이랑 평등 외치는거보면ㅋㅋ"
"1578","남자가 여자보다 덜 공부해도 되는 게 아니라 여자들은 하도 이 핑계 저 핑계에 싫은티 팍팍 내니까 그런 년들 거를려고 합격컷을 높힌거지 ㅋㅋ 힘들 게 들어왔으니 해고당하기 싫어서라도 쉽게 농땡이 못 칠테니까ㅋㅋ 글고 경찰이나 교도관은 육체적인 스펙도 필요한데 니들은 그게 전혀 안 되잖아 ㅋㅋ 그러니까 공평하게 하려고 그런거지 ㅋㅋ 그래봤자 그 성별한테 특혜인 건 변함없지만"
"1579","라샹족 퓨ㅠㅠ 뭔가 안타깝다"
"1580","이게 분량이고 이게 웹툰이다 진짜 SIU님은 전설이다..."
"1581","바보들아~ ㅍㅁ 배척 하려면 좀 논리적으로 바르게 대처를 해~ 이런식이면 그들과 너희들은 다르지 않아~ 알어? 모지래이들 ㅉㅉ"
"1582","분량이 끝나지 않아... 와......."
"1583","너의 그 긴혀에서 악취가 풍기는구나."
"1584","편가르기식 과대해석좀하지마요ㅜ 어휴 싸우는거만 좋아하고 양쪽 다 좋게보이지않음특정부류 찝어서 풍자하신거도아닌데 댓글에서 글케말해버리면 작가님만 논란생기실수있다고.."
"1585","""해줘"""
"1586","페이퍼야 그거 왜 필기만 말하냐 실기는 신경 안쓰노?초딩 체육 수행평가보다 쉬운게 여경 여군 여교도관 여소방관 실기임"
"1587","작가님 화이팅 ㅠㅠ 항상 응원합니다~~ 만화 너무 재밌어요 ㅠㅠ 행복"
"1588","분량 무엇 자기전에 잠깐 볼라랬는데 다보면 해뜨겠네"
"1589","라샹족 새끼들 그냥 딱 대깨문이네."
"1590","공무원 경찰, 교도관, 등 남녀로 나눠뽑는 직군에서 각각 합격점수 컷 보면 여자가 남자보다 훨씬 높다. 즉 남자는 여자보다 공부 열심히 안해도 붙을 수 있다는 장점이 있는데 뭘 그리 억울해하는지 원. 그리고 여자들이 무슨 라샹족처럼 놀기만 하는 줄 아나. 저걸보고 페미소리 하는 빡머갈 놈들 있을 줄 알았다."
"1591","그냥 라샹 = 페미네 ㅋㅋㅋ 의무는 없이 임금, 고위직, 혜택 해줘 ㅋㅋㅋㅋㅋ"
"1592","해줘ㅋㅋㅋㅋㅋㅋㅋㅋ’그 성별’이 생각나네"
"1593","굳이 필요 없는 서사 아니었을까 싶다. 캐릭터를 너무 많이 등장시키면서 한명한명을 다 살리려니 생기는 문제. 분량이 많아서 사람들의 비판은 별로 없지만, 후반부로 들어서며 늘어난 설명식 전개는 (캐릭터의 설정이나 배경을 자연스러운 진행이 아닌 설명으로 한번에 다 풀어버리는 식) 아쉬움이 많이 남는다."
"1594","죤나 드럽게 재미없네"
"1595","이번 화 댓글창에는 유난히 그 성별이 많이 보이넼ㅋㅋㅋㅋㅋ해석을 어떻게 하든 그건 독자의 시선이지 뭐라할 게 아닌데? 맨날 해석 지들 맘대로해서 주작질 남혐하는 게 니네들이잖아 ㅋㅋ 근데 우리는 그러지 말라고? 결국 또 '해줘'임"
"1596","신의탑=랜덤채칭 개똥철학 투탑책좀 많이 읽었음 좋겠다 둘다"
"1597","??? : 너 오니가 되어라"
"1598","이번 화 레전드다 진짜.."
"1599","작가님...분량 이딴식으로 계속 하시면 정말 사랑합니다"
"1600","야 Gau 넌 왜 보니 팩트말해줌?ㅋㅋ꾸자 와서 시간 날리고 정성드려서 댓글 하고 조회수올려주는 너 땡큐"
"1601","'해줘' 와 분량에 지려버렷다"
"1602","그 성별 발작버튼ㅋㅋㅋㅋㅋㅋㅋ"
"1603","라샹족을 보니까 우리나라의 미래가 보이네...."
"1604","이번 화 댓글창에는 유난히 그 성별이 많이 보이넼ㅋㅋㅋㅋㅋ해석을 어떻게 하든 그건 독자의 시선이지 뭐라할 게 아닌데? 맨날 해석 지들 맘대로해서 주작질 남혐하는 게 니네들이잖아 ㅋㅋ 근데 우리는 그러지 말라고? 결국 또 '해줘'임"
"1605","신의탑 개똥철학 빠는 애들 특징뇌가 아메바임"
"1606","쥐를 잡자 쥐를잡자 찍찍찍할때는 마냥 개그캔줄 알았지....하라챠 넌 좋은 엑스트라였어"
"1607","아카자.... 그런 과거가.......ㅠㅠ"
"1608","잘보고있는데 댓글ㅎ남들....왜이럼;"
"1609","거 참 읽기 빡세네"
"1610","정주행 다시 성공.. 너무 재밌어여ㅠㅠㅠㅠ"
"1611","호의가 계속되면 둘린줄 알지"
"1612","여성할당제여자대학교여성전용주차장국방의 의무 면제여성가산점지들이 가진것은 숨쉬듯 자연스럽게 치부하며 남이 가진걸 보면 이악물고 빼앗으려 하는 기생충 ""여자"" 페미란 이름으로 아무 노력, 대가 없이 여자란 조건 하나만으로 이득을 보려하는 기생충들 자신에게 이득이 되니 이악물고 방관하거나 동조하는 페미가 아니라는 여자들 자신이 받은 혜택은 생각하지 않고 자신이 받지 못한 혜택은 불평등이라 여기는 족속 자기에게 없는것을 자기 자신의 능력여부가 아니라 여성이기에 못가진다는 노력하지 않으려는 합리화 자신이 올라가는 거보다 남을 끌어내리는게 더 쉽기에 불편함 이라는 이유로 끌어내리는 기생충들"
"1613","""해줘""ㅋㅋㅋㅋㅋ 댓글 보니까 그 사이트에서 좌표 찍고 발광하는게 느껴진다"
"1614","Gau뭐시기? 야 나 진진하다 진짜 왜 보니 싫으면 하...이해가 안가 진짜"
"1615","작가님..이번화...개쩔었습니다"
"1616","급떨어지는 신탑 k웹툰 그만 빨아 제발 애들아ㅠㅠ"
"1617","애기들아 이 내용은 풍자가 아니야~ 너의 가족 너의 친척 너의 동네 너의 도시 너의 나라를 생각해봐~ 팔이 안으로 굽는건 당연한거야 ~ 이걸 풍자라고 ㅈㄹ 해대는 너네들 수준이 참 ... 말이 안 나온다. 해줘? ㅈㄹ 하네 진짜"
"1618","라샹족 꼭 누구같네ㅎ"
"1619","아 쫌 자자.. 신경쓰여서 못자겠네... 나도 병이다 병... 자야하는데... 작가님 상처받을까봐 못자것네... 겁너 불편해요..Gauzaaa 딴데 가서 놀아라"
"1620","또또 방구석 이상한 집단들 댓글에 난리치네 해줘 ㅇㅈㄹ ㅋㅋㅋㅋ 혹시 ..본인들 자기소개 아님? 만화랑 상관없는 내용은 좀;;"
"1621","더 게이머는 이거 분량의 반의반같다"
"1622","라샹족 이거완전 페미잖아?"
"1623","보지 말라니까 결제 안 해 이러고 있네 ㅋㅋ 동문서답 ㅋㅋ"
"1624","이상하다 아인슈타인의 e=mc^2(상대성 이론)에 의하면 질량과 빛의 속력에 제곱의 곱 만큼의 에너지를 정지상태의 질량이 가지고 있으니깐 질량을 감소시키면 그만큼의 에너지가 나와야 할텐데?"
"1625","캐릭터소모도 지겹고.....요즘 왜이렇게 재미없고 유치하냐"
"1626","쉿"
"1627","응 그래서 결제 안해~"
"1628","월요병을 물리치는 유일한 약♡♡"
"1629","하라챠 회상 넘 길어서 밤 안나왔는데 끝나는거아냐..이러고 스크롤봤는데 절반밖에안옴ㅋㅋㅋㅋㅋㅋㅋ"
"1630","맡에 댓 재미없으면 보지마 왳 시비 ㅛ"
"1631","또 다시 한번 더 말씀드립니다 (이게 3번째인가)저도 이제 잘거라 더 이상 말씀드리지 않겠습니다분명히 말하는데 창작자가 어떤 의도로 어떤 작품 내든 그건 본인만이 알고 있겠지요? 그걸 어떻게 해석한는것은 감상하는 사람에 따른 주관적인 판단이지만 그 해석에 '사회풍자' 가 들어있다면, 또한 자신의 의견을 남길 수 있다면 자신의 주관적인 해석 표현은 자제합시다....간절하 부탁드립니다... 늦게 자시는 분들에게 돌립니다... 저 자러가면 계속 써주세요.... 정말 마지막으로 부탁드립니다...작품과 관련된 댓글만 써주세요... 부탁입니다..."
"1632","와 진짜 개 노잼이다..개똥철학 제발 넣지좀마 스토리 작가 없나? 존나 급떨어진다"
"1633","랭커 피빠는 스토리 전에도 있었던것같은데"
"1634","먼가 나폴레옹 가족 친인척들 내용같네 실제로 저런 현상은 어느 군집에서든 꽤 잘 일어남 합리화와 배척이 뭔가를 이루려는 노력보다 쉬우니까"
"1635","분량 지린다,,,"
"1636","등장인물 얼굴 좀 어떻게 해봐라. 너무 다르다."
"1637","슬슬 불편한 성별의 일부가 등장할때 됐는데"
"1638","다 몰르겠고 작가님 손목 걱정되신다....제발 좀 살살요..."
"1639","맞는 말에 맞는 주제구만 왜 현실 부정함"
"1640","""호의가 계속되다보면 그게 권리인즐 알아요"""
"1641","""해줘"" 평등한 기회과 아닌 평등한 결과를 바라며 아무 노력 없이 남이 가진걸 기득권 취급하며 빼앗으려 드는 기생충들 남이 가진걸 빼앗을 생각만 하며 그 사람이 가지기 위해 내린 선택 치룬 결정 짊어지는 위험 뼈를 깍은 노력 하다못해 좋은 부모를 만난 운이라도 생각하지 않고 그저 결과의 평등을 원하며 동일한 노력을 하지 않으려 드는 기생충들."
